 min,protein code,molecular feature z score neg,,max,protein code,molecular feature z score pos,File number
min,YBR205W_idr_1,-3.169233835,,max,YBR205W_idr_1,2.905660281,
min,YBR207W_idr_2,-7.010460449,,max,YBR207W_idr_2,4.277279228,
min,YBR207W_idr_4,-3.411417427,,max,YBR207W_idr_4,11.99491529,
min,YBR212W_idr_1,-7.224348149,,max,YBR212W_idr_1,4.763144167,
min,YBR212W_idr_15,-5.982905002,,max,YBR212W_idr_15,5.09453299,
min,YBR212W_idr_8,-2.179260231,,max,YBR212W_idr_8,3.652244026,
min,YBR214W_idr_1,-4.377586005,,max,YBR214W_idr_1,4.966306077,
min,YBR214W_idr_2,-6.763852994,,max,YBR214W_idr_2,2.864552873,
min,YBR215W_idr_1,-25.22346229,,max,YBR215W_idr_1,7.169784839,
min,YBR215W_idr_4,-3.113575165,,max,YBR215W_idr_4,3.069511294,
min,YBR216C_idr_3,-6.500094401,,max,YBR216C_idr_3,7.360562929,
min,YBR217W_idr_1,-2.614607693,,max,YBR217W_idr_1,3.612196455,
min,YBR221C_idr_1,-9.696530508,,max,YBR221C_idr_1,3.18341552,
min,YBR225W_idr_10,-6.004856149,,max,YBR225W_idr_10,2.831843809,
min,YBR225W_idr_2,-1.792073686,,max,YBR225W_idr_2,4.910548911,
min,YBR225W_idr_4,-2.47913589,,max,YBR225W_idr_4,10.21754262,
min,YBR225W_idr_5,-2.400154651,,max,YBR225W_idr_5,3.3683382,
min,YBR225W_idr_6,-1.594353271,,max,YBR225W_idr_6,2.769919821,
min,YBR227C_idr_1,-5.994949184,,max,YBR227C_idr_1,1.524107705,
min,YBR227C_idr_12,-8.575333419,,max,YBR227C_idr_12,2.15876217,
min,YBR227C_idr_3,-4.074937906,,max,YBR227C_idr_3,1.843296199,
min,YBR231C_idr_1,-6.850502926,,max,YBR231C_idr_1,6.456057679,
min,YBR231C_idr_3,-2.515327363,,max,YBR231C_idr_3,2.770692471,
min,YBR233W_idr_1,-5.255285421,,max,YBR233W_idr_1,3.347179888,
min,YBR235W_idr_1,-3.399733981,,max,YBR235W_idr_1,3.662600028,
min,YBR235W_idr_2,-2.388075588,,max,YBR235W_idr_2,2.529564718,
min,YBR235W_idr_5,-4.353160091,,max,YBR235W_idr_5,2.924505844,
min,YBR236C_idr_1,-7.082872832,,max,YBR236C_idr_1,2.810236517,
min,YBR237W_idr_2,-4.355370081,,max,YBR237W_idr_2,2.798221797,
min,YBR237W_idr_4,-7.611656127,,max,YBR237W_idr_4,1.880032181,
min,YBR237W_idr_6,-9.546383309,,max,YBR237W_idr_6,2.257627779,
min,YBR238C_idr_4,-5.515460718,,max,YBR238C_idr_4,6.732667605,
min,YBR238C_idr_7,-2.753457741,,max,YBR238C_idr_7,7.029284344,
min,YBR239C_idr_1,-2.482291668,,max,YBR239C_idr_1,2.803763719,
min,YBR239C_idr_2,-3.165022342,,max,YBR239C_idr_2,9.610966331,
min,YBR240C_idr_2,-3.252528104,,max,YBR240C_idr_2,5.121666633,
min,YBR240C_idr_3,-1.935798383,,max,YBR240C_idr_3,3.448990186,
min,YBR245C_idr_12,-11.89517337,,max,YBR245C_idr_12,2.3113975,
min,YBR245C_idr_13,-8.924054872,,max,YBR245C_idr_13,2.100533484,
min,YBR245C_idr_3,-12.50103468,,max,YBR245C_idr_3,2.179058716,
min,YBR245C_idr_4,-7.808618589,,max,YBR245C_idr_4,2.321563421,
min,YBR245C_idr_5,-18.62715804,,max,YBR245C_idr_5,4.407691993,
min,YBR247C_idr_5,-9.627941486,,max,YBR247C_idr_5,2.124181693,
min,YBR250W_idr_1,-1.697894484,,max,YBR250W_idr_1,6.008718057,
min,YBR255W_idr_3,-3.723181053,,max,YBR255W_idr_3,5.340973304,
min,YBR260C_idr_5,-2.560287653,,max,YBR260C_idr_5,3.936470384,
min,YBR267W_idr_5,-4.588874865,,max,YBR267W_idr_5,4.832662801,
min,YBR270C_idr_1,-4.152308521,,max,YBR270C_idr_1,3.65173482,
min,YBR270C_idr_3,-3.193892419,,max,YBR270C_idr_3,1.251959188,
min,YBR271W_idr_2,-7.870043879,,max,YBR271W_idr_2,2.111536367,
min,YBR273C_idr_2,-1.975203286,,max,YBR273C_idr_2,3.355856234,
min,YBR273C_idr_5,-2.381407173,,max,YBR273C_idr_5,6.627146826,
min,YBR274W_idr_4,-8.569071532,,max,YBR274W_idr_4,4.658169193,
min,YBR275C_idr_1,-11.2962382,,max,YBR275C_idr_1,3.975240618,
min,YBR275C_idr_2,-3.794336637,,max,YBR275C_idr_2,6.081728158,
min,YBR275C_idr_8,-3.890235853,,max,YBR275C_idr_8,3.04702417,
min,YBR276C_idr_4,-4.35209462,,max,YBR276C_idr_4,2.274294263,
min,YBR278W_idr_2,-2.684022232,,max,YBR278W_idr_2,4.425964433,
min,YBR279W_idr_6,-13.16801089,,max,YBR279W_idr_6,5.010237083,
min,YBR284W_idr_1,-3.420579842,,max,YBR284W_idr_1,4.171662422,
min,YBR284W_idr_5,-6.462935689,,max,YBR284W_idr_5,2.040183682,
min,YBR287W_idr_3,-5.79065735,,max,YBR287W_idr_3,3.133659945,
min,YBR288C_idr_2,-4.530771698,,max,YBR288C_idr_2,3.880221725,404-503
min,YBR289W_idr_1,-4.23152353,,max,YBR289W_idr_1,6.756925581,
min,YBR289W_idr_6,-10.20750831,,max,YBR289W_idr_6,3.688757929,
min,YBR290W_idr_2,-3.637322756,,max,YBR290W_idr_2,3.950334893,
min,YCL008C_idr_2,-1.272889691,,max,YCL008C_idr_2,6.551125382,
min,YCL009C_idr_1,-9.675413619,,max,YCL009C_idr_1,4.597515995,
min,YCL010C_idr_2,-0.762541039,,max,YCL010C_idr_2,7.626331808,
min,YCL011C_idr_1,-4.838247092,,max,YCL011C_idr_1,7.244592379,
min,YCL011C_idr_3,-4.219701649,,max,YCL011C_idr_3,3.271802534,
min,YCL014W_idr_1,-2.671838746,,max,YCL014W_idr_1,3.835503695,
min,YCL014W_idr_8,-1.734447964,,max,YCL014W_idr_8,12.52666751,
min,YCL017C_idr_1,-6.524968511,,max,YCL017C_idr_1,2.546767974,
min,YCL024W_idr_4,-10.93486871,,max,YCL024W_idr_4,4.869953934,
min,YCL025C_idr_1,-11.84563556,,max,YCL025C_idr_1,1.31405608,
min,YCL025C_idr_2,-14.59502834,,max,YCL025C_idr_2,3.704273613,
min,YCL027W_idr_10,-2.325365089,,max,YCL027W_idr_10,2.444334728,
min,YCL028W_idr_1,-4.979390393,,max,YCL028W_idr_1,3.751234502,
min,YCL028W_idr_2,-5.644822095,,max,YCL028W_idr_2,11.47821704,
min,YCL029C_idr_2,-4.912935793,,max,YCL029C_idr_2,6.459000424,
min,YCL031C_idr_4,-10.87443799,,max,YCL031C_idr_4,1.552394724,
min,YCL031C_idr_6,-3.150472306,,max,YCL031C_idr_6,0.801433453,
min,YCL032W_idr_2,-5.244013559,,max,YCL032W_idr_2,3.884318702,
min,YCL033C_idr_1,-8.065105927,,max,YCL033C_idr_1,3.811426457,
min,YCL034W_idr_3,-2.485308348,,max,YCL034W_idr_3,3.014518793,
min,YCL034W_idr_4,-4.896305886,,max,YCL034W_idr_4,6.425252349,
min,YCL037C_idr_1,-11.07077956,,max,YCL037C_idr_1,6.589284597,
min,YCL037C_idr_4,-6.317277346,,max,YCL037C_idr_4,4.45755647,
min,YCL048W_idr_7,-2.521790489,,max,YCL048W_idr_7,3.241852617,
min,YCL051W_idr_1,-4.387052456,,max,YCL051W_idr_1,4.818616528,
min,YCL051W_idr_5,-3.715697787,,max,YCL051W_idr_5,3.246686824,
min,YCL051W_idr_6,-11.97622456,,max,YCL051W_idr_6,8.487329357,
min,YCL051W_idr_7,-17.62263236,,max,YCL051W_idr_7,5.784298596,
min,YCL051W_idr_8,-2.614728504,,max,YCL051W_idr_8,4.664082957,
min,YCL054W_idr_5,-6.757572408,,max,YCL054W_idr_5,4.073212812,
min,YCL054W_idr_6,-4.692980396,,max,YCL054W_idr_6,2.593991924,
min,YCL057W_idr_1,-6.322511722,,max,YCL057W_idr_1,2.972796403,
min,YCL059C_idr_3,-36.39421215,,max,YCL059C_idr_3,2.623230674,
min,YCL061C_idr_10,-4.946374668,,max,YCL061C_idr_10,2.748000973,
min,YCL061C_idr_12,-4.941038852,,max,YCL061C_idr_12,4.906484041,
min,YCL061C_idr_3,-11.4000259,,max,YCL061C_idr_3,3.720839834,
min,YCL061C_idr_4,-4.530335883,,max,YCL061C_idr_4,6.471705235,
min,YCL061C_idr_9,-11.76020635,,max,YCL061C_idr_9,6.546488478,
min,YCR003W_idr_1,-4.02658819,,max,YCR003W_idr_1,3.779562452,
min,YCR004C_idr_2,-8.420792983,,max,YCR004C_idr_2,6.963666787,
min,YCR008W_idr_1,-13.00720636,,max,YCR008W_idr_1,4.413013342,
min,YCR010C_idr_1,-8.594568365,,max,YCR010C_idr_1,2.07691008,
min,YCR011C_idr_1,-3.211531892,,max,YCR011C_idr_1,4.336400284,
min,YCR014C_idr_2,-3.164104226,,max,YCR014C_idr_2,4.562292323,
min,YCR014C_idr_6,-6.114023952,,max,YCR014C_idr_6,2.061143815,
min,YCR016W_idr_2,-5.683433832,,max,YCR016W_idr_2,3.478934636,
min,YCR017C_idr_3,-1.014580138,,max,YCR017C_idr_3,6.132868876,
min,YCR026C_idr_3,-2.100976799,,max,YCR026C_idr_3,4.227551444,
min,YCR030C_idr_5,-4.206611371,,max,YCR030C_idr_5,7.254991693,
min,YCR032W_idr_21,-6.127443784,,max,YCR032W_idr_21,3.34864486,
min,YCR032W_idr_29,-5.152046444,,max,YCR032W_idr_29,4.16659142,
min,YCR032W_idr_30,-3.091429421,,max,YCR032W_idr_30,3.760392927,
min,YCR032W_idr_31,-2.762302015,,max,YCR032W_idr_31,2.983041933,
min,YCR033W_idr_1,-7.436140885,,max,YCR033W_idr_1,6.226593435,
min,YCR033W_idr_2,-6.152336347,,max,YCR033W_idr_2,2.356437522,
min,YCR033W_idr_4,-2.524515973,,max,YCR033W_idr_4,5.185556421,
min,YCR033W_idr_5,-3.926110677,,max,YCR033W_idr_5,4.876548178,
min,YCR034W_idr_2,-3.676764121,,max,YCR034W_idr_2,2.653809076,
min,YCR037C_idr_1,-5.354390336,,max,YCR037C_idr_1,3.529730419,
min,YCR037C_idr_2,-5.274406729,,max,YCR037C_idr_2,4.557723989,
min,YCR037C_idr_3,-5.41694486,,max,YCR037C_idr_3,2.833709421,
min,YCR039C_idr_4,-5.131999564,,max,YCR039C_idr_4,1.795407355,
min,YCR042C_idr_18,-4.289963991,,max,YCR042C_idr_18,5.372453104,
min,YCR042C_idr_20,-1.822346466,,max,YCR042C_idr_20,3.506067147,
min,YCR042C_idr_7,-5.038831246,,max,YCR042C_idr_7,7.938993031,
min,YCR042C_idr_9,-5.283784261,,max,YCR042C_idr_9,6.350383529,
min,YCR047C_idr_2,-6.567936708,,max,YCR047C_idr_2,2.361074817,
min,YCR048W_idr_2,-15.39037283,,max,YCR048W_idr_2,3.946557226,
min,YCR048W_idr_3,-4.844777229,,max,YCR048W_idr_3,3.462692362,
min,YCR048W_idr_5,-2.590594284,,max,YCR048W_idr_5,1.940046544,
min,YCR052W_idr_2,-11.06939079,,max,YCR052W_idr_2,3.552335666,
min,YCR052W_idr_3,-4.782310109,,max,YCR052W_idr_3,5.787051095,
min,YCR054C_idr_2,-4.861538067,,max,YCR054C_idr_2,1.231792188,
min,YCR057C_idr_2,-9.138169303,,max,YCR057C_idr_2,3.06294604,
min,YCR061W_idr_1,-4.22518635,,max,YCR061W_idr_1,3.763036543,
min,YCR061W_idr_2,-9.043470386,,max,YCR061W_idr_2,2.22469195,
min,YCR065W_idr_1,-6.833382737,,max,YCR065W_idr_1,2.657337625,
min,YCR065W_idr_2,-3.249707019,,max,YCR065W_idr_2,8.005393841,
min,YCR066W_idr_3,-6.008202691,,max,YCR066W_idr_3,4.22185869,
min,YCR066W_idr_4,-2.057709332,,max,YCR066W_idr_4,2.505800165,
min,YCR066W_idr_6,-7.909709497,,max,YCR066W_idr_6,2.302591063,
min,YCR067C_idr_2,-5.078729259,,max,YCR067C_idr_2,8.61889561,
min,YCR068W_idr_1,-8.037640551,,max,YCR068W_idr_1,2.635254235,
min,YCR069W_idr_1,-8.414777656,,max,YCR069W_idr_1,2.83967411,
min,YCR071C_idr_1,-3.859417149,,max,YCR071C_idr_1,5.209045783,
min,YCR073C_idr_1,-7.157115474,,max,YCR073C_idr_1,8.770890248,
min,YCR073C_idr_6,-3.037803376,,max,YCR073C_idr_6,2.559284403,
min,YCR073C_idr_7,-9.369095753,,max,YCR073C_idr_7,6.039789655,
min,YCR077C_idr_11,-5.127629541,,max,YCR077C_idr_11,1.369144074,
min,YCR077C_idr_2,-4.824481579,,max,YCR077C_idr_2,5.469366857,
min,YCR077C_idr_7,-4.059492424,,max,YCR077C_idr_7,3.102917523,
min,YCR077C_idr_8,-8.783012216,,max,YCR077C_idr_8,9.79266798,
min,YCR081W_idr_17,-8.070808754,,max,YCR081W_idr_17,2.887096429,
min,YCR081W_idr_7,-3.56808004,,max,YCR081W_idr_7,3.165283873,
min,YCR084C_idr_2,-8.950713874,,max,YCR084C_idr_2,11.44800773,
min,YCR088W_idr_3,-8.697685947,,max,YCR088W_idr_3,3.986932038,
min,YCR089W_idr_1,-5.470200719,,max,YCR089W_idr_1,8.841919208,504-603
min,YCR091W_idr_1,-3.11148047,,max,YCR091W_idr_1,9.910436413,
min,YCR092C_idr_1,-3.061518311,,max,YCR092C_idr_1,3.508054459,
min,YCR093W_idr_18,-4.495076808,,max,YCR093W_idr_18,1.898796854,
min,YCR093W_idr_2,-9.674275714,,max,YCR093W_idr_2,8.304382337,
min,YCR093W_idr_3,-10.37290639,,max,YCR093W_idr_3,13.2020748,
min,YDL001W_idr_1,-3.873980551,,max,YDL001W_idr_1,2.158760218,
min,YDL002C_idr_4,-4.141170102,,max,YDL002C_idr_4,9.473873661,
min,YDL003W_idr_2,-3.345275356,,max,YDL003W_idr_2,3.699097299,
min,YDL003W_idr_4,-14.30431405,,max,YDL003W_idr_4,3.197499684,
min,YDL005C_idr_2,-5.710405134,,max,YDL005C_idr_2,6.683748308,
min,YDL007W_idr_1,-3.620152697,,max,YDL007W_idr_1,1.015748169,
min,YDL008W_idr_2,-13.3593249,,max,YDL008W_idr_2,2.014756333,
min,YDL010W_idr_3,-2.98376154,,max,YDL010W_idr_3,2.714795972,
min,YDL012C_idr_1,-5.575143349,,max,YDL012C_idr_1,5.274996404,
min,YDL014W_idr_1,-4.024661587,,max,YDL014W_idr_1,2.327703566,
min,YDL019C_idr_12,-6.015078104,,max,YDL019C_idr_12,10.06123651,
min,YDL019C_idr_7,-8.990836321,,max,YDL019C_idr_7,5.012283318,
min,YDL020C_idr_11,-11.94937952,,max,YDL020C_idr_11,4.737866411,
min,YDL022W_idr_1,-2.13282722,,max,YDL022W_idr_1,2.445379377,
min,YDL025C_idr_1,-2.592585269,,max,YDL025C_idr_1,4.383853862,
min,YDL025C_idr_4,-3.189013549,,max,YDL025C_idr_4,8.258249357,
min,YDL028C_idr_1,-6.387155899,,max,YDL028C_idr_1,4.558674056,
min,YDL028C_idr_4,-3.201908725,,max,YDL028C_idr_4,4.614721428,
min,YDL030W_idr_8,-4.651819139,,max,YDL030W_idr_8,3.055059944,
min,YDL031W_idr_1,-9.158506613,,max,YDL031W_idr_1,3.383191609,
min,YDL031W_idr_11,-4.661528471,,max,YDL031W_idr_11,4.555006982,
min,YDL031W_idr_14,-3.785916346,,max,YDL031W_idr_14,1.469990664,
min,YDL031W_idr_17,-10.84983754,,max,YDL031W_idr_17,3.124531135,
min,YDL031W_idr_6,-4.224611559,,max,YDL031W_idr_6,3.240622222,
min,YDL031W_idr_9,-5.634894804,,max,YDL031W_idr_9,3.329526111,
min,YDL035C_idr_4,-5.071154261,,max,YDL035C_idr_4,3.629209038,
min,YDL035C_idr_6,-3.014388289,,max,YDL035C_idr_6,7.037996429,
min,YDL035C_idr_7,-2.882341561,,max,YDL035C_idr_7,1.970036461,
min,YDL035C_idr_9,-2.212330701,,max,YDL035C_idr_9,3.068872632,
min,YDL036C_idr_1,-7.712032149,,max,YDL036C_idr_1,3.747862431,
min,YDL040C_idr_3,-3.399263979,,max,YDL040C_idr_3,2.534555888,
min,YDL042C_idr_1,-2.660968594,,max,YDL042C_idr_1,5.086127171,
min,YDL042C_idr_2,-2.975904082,,max,YDL042C_idr_2,2.806005977,
min,YDL048C_idr_2,-4.945541362,,max,YDL048C_idr_2,5.132779471,
min,YDL048C_idr_3,-4.900176317,,max,YDL048C_idr_3,6.412370683,
min,YDL051W_idr_2,-5.75957795,,max,YDL051W_idr_2,6.660004379,
min,YDL052C_idr_1,-11.11094504,,max,YDL052C_idr_1,1.508310487,
min,YDL052C_idr_2,-5.863212387,,max,YDL052C_idr_2,3.473897677,
min,YDL053C_idr_2,-9.945213525,,max,YDL053C_idr_2,5.072595145,
min,YDL054C_idr_4,-3.008943883,,max,YDL054C_idr_4,2.581051027,
min,YDL056W_idr_2,-7.795676229,,max,YDL056W_idr_2,4.817064335,
min,YDL058W_idr_2,-2.533189309,,max,YDL058W_idr_2,1.964381486,
min,YDL058W_idr_7,-3.551164274,,max,YDL058W_idr_7,8.138778008,
min,YDL060W_idr_1,-6.388463383,,max,YDL060W_idr_1,1.255718588,
min,YDL060W_idr_2,-13.81322719,,max,YDL060W_idr_2,3.158087171,
min,YDL063C_idr_1,-5.621490869,,max,YDL063C_idr_1,2.103218823,
min,YDL063C_idr_4,-4.05321681,,max,YDL063C_idr_4,2.230141484,
min,YDL065C_idr_1,-12.6696433,,max,YDL065C_idr_1,1.690983052,
min,YDL065C_idr_2,-8.651871096,,max,YDL065C_idr_2,2.66158023,
min,YDL070W_idr_1,-6.080115923,,max,YDL070W_idr_1,4.810187396,
min,YDL070W_idr_2,-2.27290278,,max,YDL070W_idr_2,6.533971726,
min,YDL070W_idr_4,-4.364593257,,max,YDL070W_idr_4,3.553270923,
min,YDL073W_idr_13,-3.275165644,,max,YDL073W_idr_13,3.27855401,
min,YDL073W_idr_3,-1.840619831,,max,YDL073W_idr_3,4.601366986,
min,YDL074C_idr_4,-19.59836926,,max,YDL074C_idr_4,2.949087136,
min,YDL076C_idr_1,-6.576628627,,max,YDL076C_idr_1,3.173731477,
min,YDL079C_idr_4,-3.588730696,,max,YDL079C_idr_4,4.359097779,
min,YDL080C_idr_3,-3.071367513,,max,YDL080C_idr_3,2.165148773,
min,YDL081C_idr_2,-16.92073014,,max,YDL081C_idr_2,3.256028743,
min,YDL084W_idr_1,-6.322735894,,max,YDL084W_idr_1,2.077461104,
min,YDL085W_idr_1,-11.64872413,,max,YDL085W_idr_1,4.43091269,
min,YDL088C_idr_1,-7.565506425,,max,YDL088C_idr_1,3.4978376,
min,YDL088C_idr_2,-4.907110058,,max,YDL088C_idr_2,5.406251836,
min,YDL088C_idr_3,-8.605491353,,max,YDL088C_idr_3,3.585129247,
min,YDL088C_idr_4,-3.617081948,,max,YDL088C_idr_4,2.174023161,
min,YDL088C_idr_6,-3.781026091,,max,YDL088C_idr_6,2.078671613,
min,YDL089W_idr_4,-7.976007501,,max,YDL089W_idr_4,6.216782058,
min,YDL090C_idr_1,-3.267141566,,max,YDL090C_idr_1,4.621116932,
min,YDL095W_idr_1,-5.213805867,,max,YDL095W_idr_1,2.673257751,
min,YDL095W_idr_3,-3.035992951,,max,YDL095W_idr_3,3.589029434,
min,YDL099W_idr_1,-5.466391705,,max,YDL099W_idr_1,4.67658087,
min,YDL101C_idr_1,-3.251013867,,max,YDL101C_idr_1,2.141280336,
min,YDL101C_idr_2,-4.894916523,,max,YDL101C_idr_2,1.834112281,
min,YDL102W_idr_1,-4.911830783,,max,YDL102W_idr_1,1.659445375,
min,YDL105W_idr_1,-3.099172302,,max,YDL105W_idr_1,1.85647195,
min,YDL105W_idr_2,-11.47971808,,max,YDL105W_idr_2,10.03818248,
min,YDL106C_idr_1,-8.849802887,,max,YDL106C_idr_1,5.949890418,
min,YDL106C_idr_2,-3.291164445,,max,YDL106C_idr_2,3.490808559,
min,YDL106C_idr_4,-9.930542032,,max,YDL106C_idr_4,4.459591985,
min,YDL106C_idr_5,-5.950781489,,max,YDL106C_idr_5,4.552142324,
min,YDL106C_idr_7,-9.397286846,,max,YDL106C_idr_7,5.897192396,
min,YDL109C_idr_5,-2.546583571,,max,YDL109C_idr_5,4.840665812,
min,YDL110C_idr_3,-3.089227568,,max,YDL110C_idr_3,2.449816479,
min,YDL113C_idr_1,-16.47278505,,max,YDL113C_idr_1,4.490282767,
min,YDL113C_idr_6,-7.077415492,,max,YDL113C_idr_6,1.577031393,
min,YDL115C_idr_3,-3.777449891,,max,YDL115C_idr_3,2.263762687,
min,YDL115C_idr_5,-2.991354782,,max,YDL115C_idr_5,11.62527126,
min,YCR073C_idr_7,-9.369095753,,max,YCR073C_idr_7,6.039789655,
min,YCR077C_idr_11,-5.127629541,,max,YCR077C_idr_11,1.369144074,
min,YCR077C_idr_2,-4.824481579,,max,YCR077C_idr_2,5.469366857,
min,YCR077C_idr_7,-4.059492424,,max,YCR077C_idr_7,3.102917523,
min,YCR077C_idr_8,-8.783012216,,max,YCR077C_idr_8,9.79266798,
min,YCR081W_idr_17,-8.070808754,,max,YCR081W_idr_17,2.887096429,
min,YCR081W_idr_7,-3.56808004,,max,YCR081W_idr_7,3.165283873,
min,YCR084C_idr_2,-8.950713874,,max,YCR084C_idr_2,11.44800773,604-703
min,YCR088W_idr_3,-8.697685947,,max,YCR088W_idr_3,3.986932038,
min,YCR089W_idr_1,-5.470200719,,max,YCR089W_idr_1,8.841919208,
min,YCR091W_idr_1,-3.11148047,,max,YCR091W_idr_1,9.910436413,
min,YCR092C_idr_1,-3.061518311,,max,YCR092C_idr_1,3.508054459,
min,YCR093W_idr_18,-4.495076808,,max,YCR093W_idr_18,1.898796854,
min,YCR093W_idr_2,-9.674275714,,max,YCR093W_idr_2,8.304382337,
min,YCR093W_idr_3,-10.37290639,,max,YCR093W_idr_3,13.2020748,
min,YDL001W_idr_1,-3.873980551,,max,YDL001W_idr_1,2.158760218,
min,YDL002C_idr_4,-4.141170102,,max,YDL002C_idr_4,9.473873661,
min,YDL003W_idr_2,-3.345275356,,max,YDL003W_idr_2,3.699097299,
min,YDL003W_idr_4,-14.30431405,,max,YDL003W_idr_4,3.197499684,
min,YDL005C_idr_2,-5.710405134,,max,YDL005C_idr_2,6.683748308,
min,YDL007W_idr_1,-3.620152697,,max,YDL007W_idr_1,1.015748169,
min,YDL008W_idr_2,-13.3593249,,max,YDL008W_idr_2,2.014756333,
min,YDL010W_idr_3,-2.98376154,,max,YDL010W_idr_3,2.714795972,
min,YDL012C_idr_1,-5.575143349,,max,YDL012C_idr_1,5.274996404,
min,YDL014W_idr_1,-4.024661587,,max,YDL014W_idr_1,2.327703566,
min,YDL019C_idr_12,-6.015078104,,max,YDL019C_idr_12,10.06123651,
min,YDL019C_idr_7,-8.990836321,,max,YDL019C_idr_7,5.012283318,
min,YDL020C_idr_11,-11.94937952,,max,YDL020C_idr_11,4.737866411,
min,YDL022W_idr_1,-2.13282722,,max,YDL022W_idr_1,2.445379377,
min,YDL025C_idr_1,-2.592585269,,max,YDL025C_idr_1,4.383853862,
min,YDL025C_idr_4,-3.189013549,,max,YDL025C_idr_4,8.258249357,
min,YDL028C_idr_1,-6.387155899,,max,YDL028C_idr_1,4.558674056,
min,YDL028C_idr_4,-3.201908725,,max,YDL028C_idr_4,4.614721428,
min,YDL030W_idr_8,-4.651819139,,max,YDL030W_idr_8,3.055059944,
min,YDL031W_idr_1,-9.158506613,,max,YDL031W_idr_1,3.383191609,
min,YDL031W_idr_11,-4.661528471,,max,YDL031W_idr_11,4.555006982,
min,YDL031W_idr_14,-3.785916346,,max,YDL031W_idr_14,1.469990664,
min,YDL031W_idr_17,-10.84983754,,max,YDL031W_idr_17,3.124531135,
min,YDL031W_idr_6,-4.224611559,,max,YDL031W_idr_6,3.240622222,
min,YDL031W_idr_9,-5.634894804,,max,YDL031W_idr_9,3.329526111,
min,YDL035C_idr_4,-5.071154261,,max,YDL035C_idr_4,3.629209038,
min,YDL035C_idr_6,-3.014388289,,max,YDL035C_idr_6,7.037996429,
min,YDL035C_idr_7,-2.882341561,,max,YDL035C_idr_7,1.970036461,
min,YDL035C_idr_9,-2.212330701,,max,YDL035C_idr_9,3.068872632,
min,YDL036C_idr_1,-7.712032149,,max,YDL036C_idr_1,3.747862431,
min,YDL040C_idr_3,-3.399263979,,max,YDL040C_idr_3,2.534555888,
min,YDL042C_idr_1,-2.660968594,,max,YDL042C_idr_1,5.086127171,
min,YDL042C_idr_2,-2.975904082,,max,YDL042C_idr_2,2.806005977,
min,YDL048C_idr_2,-4.945541362,,max,YDL048C_idr_2,5.132779471,
min,YDL048C_idr_3,-4.900176317,,max,YDL048C_idr_3,6.412370683,
min,YDL051W_idr_2,-5.75957795,,max,YDL051W_idr_2,6.660004379,
min,YDL052C_idr_1,-11.11094504,,max,YDL052C_idr_1,1.508310487,
min,YDL052C_idr_2,-5.863212387,,max,YDL052C_idr_2,3.473897677,
min,YDL053C_idr_2,-9.945213525,,max,YDL053C_idr_2,5.072595145,
min,YDL054C_idr_4,-3.008943883,,max,YDL054C_idr_4,2.581051027,
min,YDL056W_idr_2,-7.795676229,,max,YDL056W_idr_2,4.817064335,
min,YDL058W_idr_2,-2.533189309,,max,YDL058W_idr_2,1.964381486,
min,YDL058W_idr_7,-3.551164274,,max,YDL058W_idr_7,8.138778008,
min,YDL060W_idr_1,-6.388463383,,max,YDL060W_idr_1,1.255718588,
min,YDL060W_idr_2,-13.81322719,,max,YDL060W_idr_2,3.158087171,
min,YDL063C_idr_1,-5.621490869,,max,YDL063C_idr_1,2.103218823,
min,YDL063C_idr_4,-4.05321681,,max,YDL063C_idr_4,2.230141484,
min,YDL065C_idr_1,-12.6696433,,max,YDL065C_idr_1,1.690983052,
min,YDL065C_idr_2,-8.651871096,,max,YDL065C_idr_2,2.66158023,
min,YDL070W_idr_1,-6.080115923,,max,YDL070W_idr_1,4.810187396,
min,YDL070W_idr_2,-2.27290278,,max,YDL070W_idr_2,6.533971726,
min,YDL070W_idr_4,-4.364593257,,max,YDL070W_idr_4,3.553270923,
min,YDL073W_idr_13,-3.275165644,,max,YDL073W_idr_13,3.27855401,
min,YDL073W_idr_3,-1.840619831,,max,YDL073W_idr_3,4.601366986,
min,YDL074C_idr_4,-19.59836926,,max,YDL074C_idr_4,2.949087136,
min,YDL076C_idr_1,-6.576628627,,max,YDL076C_idr_1,3.173731477,
min,YDL079C_idr_4,-3.588730696,,max,YDL079C_idr_4,4.359097779,
min,YDL080C_idr_3,-3.071367513,,max,YDL080C_idr_3,2.165148773,
min,YDL081C_idr_2,-16.92073014,,max,YDL081C_idr_2,3.256028743,
min,YDL084W_idr_1,-6.322735894,,max,YDL084W_idr_1,2.077461104,
min,YDL085W_idr_1,-11.64872413,,max,YDL085W_idr_1,4.43091269,
min,YDL088C_idr_1,-7.565506425,,max,YDL088C_idr_1,3.4978376,
min,YDL088C_idr_2,-4.907110058,,max,YDL088C_idr_2,5.406251836,
min,YDL088C_idr_3,-8.605491353,,max,YDL088C_idr_3,3.585129247,
min,YDL088C_idr_4,-3.617081948,,max,YDL088C_idr_4,2.174023161,
min,YDL088C_idr_6,-3.781026091,,max,YDL088C_idr_6,2.078671613,
min,YDL089W_idr_4,-7.976007501,,max,YDL089W_idr_4,6.216782058,
min,YDL090C_idr_1,-3.267141566,,max,YDL090C_idr_1,4.621116932,
min,YDL095W_idr_1,-5.213805867,,max,YDL095W_idr_1,2.673257751,
min,YDL095W_idr_3,-3.035992951,,max,YDL095W_idr_3,3.589029434,
